card_id,report_date,report_file,strategy,family,direction,entry_mode,entry_mode_text,anchor_broker,entry,stop,tp1,tp2,tp3,card_R_points,be_rule,runner_rule,management_text,suppressed,source
2026-06-09_Trade_1,2026-06-09,SP500_Report_09Jun2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,MARKET @ cash open 14:30 UK,16:30,7384.0,7484.0,7284.0,7184.0,7100.0,100.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R (7364) on TP2 fill; runner CARD-SPECIFIED time-stop at session close + 3xATR cap,False,baseline
2026-06-09_Trade_3A,2026-06-09,SP500_Report_09Jun2026.docx,Trade 3A - Momentum-Pullback (sell limit daily P),Trade 3A,SHORT,LIMIT,SELL LIMIT,09:00,7449.58,7521.0,7380.0,7300.0,7245.0,71.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R (7435.38) on TP2 fill,False,baseline
2026-06-10_Trade_1,2026-06-10,SP500_Report_10Jun2026.docx,Trade 1 - Daily Directional (sell stop),Trade 1,SHORT,STOP,SELL STOP,09:00,7330.0,7476.0,7257.0,7184.0,7038.0,146.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,False,baseline
2026-06-10_Trade_2,2026-06-10,SP500_Report_10Jun2026.docx,Trade 2 - Pivot (sell limit weekly P),Trade 2,SHORT,LIMIT,SELL LIMIT,09:00,7460.0,7518.0,7402.0,7344.0,7330.0,58.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner exit at pivot P,False,baseline
2026-06-10_Trade_3C,2026-06-10,SP500_Report_10Jun2026.docx,Trade 3C - Momentum-Breakout (sell stop),Trade 3C,SHORT,STOP,SELL STOP,09:00,7322.0,7396.0,7248.0,7214.0,7105.0,74.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill,False,baseline
2026-06-11_Trade_1,2026-06-11,SP500_Report_11Jun2026.docx,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,MARKET @ 07:00 UK,09:00,7267.45,7552.45,6981.5,6696.1,6900.0,285.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,False,baseline
2026-06-11_Trade_3A,2026-06-11,SP500_Report_11Jun2026.docx,Trade 3A - Momentum-Pullback (57.5% rally-sell),Trade 3A,SHORT,LIMIT,SELL LIMIT,09:00,7463.0,7641.0,7392.0,7250.0,7000.0,178.0,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry-0.2R on TP2 fill; structural runner override on 100%-ext break,False,baseline
2026-06-15_Trade_1,2026-06-15,SP500_Report_15Jun2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,MARKET @ 07:00 UK,09:00,7431.51,7338.91,7524.0,7616.6,7709.1,92.6,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED session-close time-stop + 3xATR cap,False,baseline
2026-06-15_Trade_2,2026-06-15,SP500_Report_15Jun2026.docx,Trade 2 - Pivot (buy stop daily R1),Trade 2,LONG,STOP,BUY STOP,09:00,7470.9,7416.86,7524.9,7578.98,7620.0,54.04,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R (7481.71) on TP2 fill; runner to pivot,False,baseline
2026-06-15_Trade_3C,2026-06-15,SP500_Report_15Jun2026.docx,Trade 3C - Breakout (buy stop 5-day swing high),Trade 3C,LONG,STOP,BUY STOP,09:00,7483.15,7416.96,7549.3,7615.5,7866.2,66.19,NONE,TRACE,3 units; structural runner on entry-to-anchor,False,baseline
2026-06-16_Trade_1,2026-06-16,SP500_Report_16-Jun-2026.docx,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,MARKET @ overridden daily-open anchor,02:00,7431.24,7389.24,7473.68,7515.9,7558.12,42.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 units; Unit3 SL->entry+0.2R (7439.9) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,False,baseline
2026-06-16_Trade_2,2026-06-16,SP500_Report_16-Jun-2026.docx,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,LIMIT,BUY LIMIT,09:00,7398.71,7353.41,7443.7,7488.7,7509.11,45.3,BE_0.2R_ON_TP2,TRACE,3 units; Unit3 SL->entry+0.2R on TP2 fill,False,baseline
