card_id,report_date,report_file,strategy,family,direction,entry_mode,entry_mode_text,anchor_broker,entry,stop,tp1,tp2,tp3,card_R_points,be_rule,runner_rule,management_text,suppressed,source,slice_file,last_bar_broker
2026-05-18_Trade_3C,2026-05-18,Gold_Daily_Report_18-May-2026.docx,Trade 3C — Momentum-Breakout (regime_label = TRANSITION),Trade 3C,SHORT,CONDITIONAL,"On confirmed-break close, at the following session's open. Reference confirmed-break level = 4,468.",02:00,4468.0,4565.0,4161.0,4008.0,3973.0,97.0,NONE,TRACE,"3 equal units. On Unit 2 fill, Unit 3 stop moves to the broken boundary at 4,483 (tighter than [BE_TRAIL_R] dictates — explicit per §5.3c TP2 rule).",False,baseline,,
2026-05-19_Trade_1,2026-05-19,Gold_Report_19_May_2026.docx,"Trade 1 — Daily Directional (SHORT, conviction-based)",Trade 1,SHORT,CONDITIONAL,"Sell on first 30-min close back below the 18 May close (4,542.49) after the 00:00 UK reset, or market on session open if already below.",02:00,4540.0,4597.5,4482.5,4425.0,,57.5,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Time-stopped at session close, OR price-stopped at 3 × ATR(14) = 4,540 − 210.6 = 4,329.4 USD/oz, whichever triggers first. On TP2 fill, runner stop moves to entry + 0.2 × R = 4,551.5 USD/oz (lock +0.2R).",False,baseline,,
2026-05-19_Trade_2,2026-05-19,Gold_Report_19_May_2026.docx,"Trade 2 — Pivot, Regime-Aware (TREND_DOWN: pivot breakout, SHORT side)",Trade 2,SHORT,STOP,"Stop or limit at P − 0.10 × (P − S1) = 4,591.52 − 0.10 × (4,591.52 − 4,429.55) = 4,575.32 USD/oz",02:00,4575.0,4680.0,4429.55,4374.55,4319.02,105.0,NONE,TRACE,"3 equal units. TP1 / TP2 / TP3: S1 (4,429.55) / S1.5 (4,374.55) / S2 (4,319.02)",False,baseline,,
2026-05-19_Trade_3A,2026-05-19,Gold_Report_19_May_2026.docx,Trade 3A — Regime-Driven Complex: Momentum-Pullback SHORT (TREND_DOWN active),Trade 3A,SHORT,LIMIT,"Sell limit at the 50% retracement of the swing-down = 4,617.15 USD/oz. Secondary tier: 61.8% retrace = 4,649.40 USD/oz.",02:00,4617.0,4712.75,4480.79,4376.65,4319.0,95.5,NONE,TRACE,"3 equal units. TP1 = swing low (4,480.79) — that's a 1.43R reward; size up to bank > 1R · TP2 = 38.2% extension below swing low (4,376.65) ≈ 2.5R · TP3 = runner, target 4,319 (weekly-S2) or time-stop at session close.",False,baseline,,
2026-05-20_Trade_1,2026-05-20,Gold_Report_20-May-2026.docx,Trade 1 — Daily Directional,Trade 1,SHORT,MARKET,"Market at 00:00 UK on 20 May 2026, $4,504.20 (last close anchor)",02:00,4504.2,4560.23,4448.17,4392.14,,56.03,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; Unit 1 exits TP1; Unit 2 exits TP2; on Unit 2 fill, Unit 3 SL moves to entry – 0.2R = $4,515.41.",False,baseline,,
2026-05-20_Trade_2,2026-05-20,Gold_Report_20-May-2026.docx,"Trade 2 — Pivot (regime-aware), TREND-DOWN variant",Trade 2,SHORT,LIMIT,"Sell limit at $4,560.23 (daily P) — first re-test of broken structure",02:00,4560.23,4595.47,4524.99,4500.03,4498.8,35.24,BE_0.2R_ON_TP2,TRACE,"3 equal units; Unit 1 exits TP1; Unit 2 exits TP2; on Unit 2 fill, Unit 3 SL moves to entry + 0.2R = $4,567.28.",False,baseline,,
2026-05-20_Trade_3C,2026-05-20,Gold_Report_20-May-2026.docx,Trade 3 — Momentum-Breakout (3C variant). Regime fork: TREND_DOWN → 3C selected over 3A (pullback) and 3B (mean-reversion) per §3 fork rules.,Trade 3C,SHORT,STOP,"Stop entry at $4,496.00 on confirmed break (1×ATR(5) below the confluence band = $4,500 – 0.04 ATR margin)",02:00,4496.0,4540.5,4452.0,4407.0,4440.0,44.5,BE_0.2R_ON_TP2,TRACE,"3 equal units; Unit 1 exits TP1; Unit 2 exits TP2; on Unit 2 fill, Unit 3 SL moves to entry + 0.2R = $4,504.90 (default rule). 100%-extension override available per 3A rule.",False,baseline,,
2026-05-21_Trade_1,2026-05-21,Gold_Daily_Report_21-May-2026.docx,Trade 1 — Daily Directional,Trade 1,SHORT,MARKET,"Market at 00:00 UK, 21 May 2026 — 4,489.40 USD/oz",02:00,4489.4,4595.34,4383.46,4277.52,,105.94,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units. Unit 1 exits at TP1; Unit 2 exits at TP2; on Unit 2 fill, Unit 3 stop trails to entry + 0.2R.",False,baseline,,
2026-05-21_Trade_2,2026-05-21,Gold_Daily_Report_21-May-2026.docx,"Trade 2 — Pivot (regime-aware, TREND_DOWN branch)",Trade 2,SHORT,STOP,"Sell-stop at 4,500.04 USD/oz — 10% of the way from daily P (4,504.40) toward S1, on the downside.",02:00,4500.04,4527.28,4460.8,4432.2,,27.24,BE_0.2R_ON_TP2,TRACE,"3 equal units; Unit 1 at TP1, Unit 2 at TP2; on Unit 2 fill, Unit 3 stop trails to entry + 0.2R.",False,baseline,,
2026-05-21_Trade_3A,2026-05-21,Gold_Daily_Report_21-May-2026.docx,Trade 3 — Momentum-Pullback (variant 3A; TREND_DOWN),Trade 3A,SHORT,LIMIT,"57.5% retracement of the swing — 4,614.59 USD/oz (sell limit; midpoint of the 50% and 61.8% levels).",02:00,4614.59,4741.22,4568.01,4475.8,4234.42,126.63,BE_0.2R_ON_TP2,TRACE,"3 equal units; Unit 1 at TP1, Unit 2 at TP2; structural runner override supersedes the universal trail on the 100%-extension break.",False,baseline,,
2026-05-22_Trade_1,2026-05-22,Gold_Spot_Daily_Report_22-May-2026.docx,Trade 1 — Daily Directional,Trade 1,SHORT,MARKET,"Market at 00:00 UK on 22 May 2026 — reference $4,517.2/oz",02:00,4517.2,4559.5,4474.9,4432.6,,42.3,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units; Unit 1 exits at TP1, Unit 2 at TP2; on Unit 2 fill, Unit 3 stop trails to entry − 0.2R.",False,baseline,,
2026-05-22_Trade_2,2026-05-22,Gold_Spot_Daily_Report_22-May-2026.docx,Trade 2 — Pivot (TRANSITION regime — breakout side only),Trade 2,SHORT,STOP,"Sell-stop at $4,489.0/oz — on a confirmed downside break below the daily/weekly S1 confluence ($4,490–4,491)",02:00,4489.0,4541.5,4436.5,4384.0,4410.0,52.5,BE_0.2R_ON_TP2,TRACE,Three equal units; standard tranche rule; Unit 3 stop trails to entry − 0.2R on Unit 2 fill.,False,baseline,,
2026-05-22_Trade_3C,2026-05-22,Gold_Spot_Daily_Report_22-May-2026.docx,Trade 3 — Momentum-Breakout (variant 3C),Trade 3C,SHORT,CONDITIONAL,"At the confirmed breakout-candle close, or the following session open if identified post-close",02:00,4432.0,4684.0,4060.0,3865.0,,252.0,NONE,TRACE,"Three equal units; on Unit 2 fill, Unit 3 stop tightens to the broken boundary rather than the universal trail.",False,baseline,,
2026-05-25_Trade_1,2026-05-25,Gold_Report_25-May-2026.docx,Trade 1 — Daily Directional,Trade 1,SHORT,MARKET,"Market at 07:00 UK (overridden daily-open anchor) — reference $4,510 / oz",09:00,4510.0,4589.0,4431.0,4352.0,,79.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units. Unit 1 exits at TP1; Unit 2 exits at TP2; on Unit 2 fill, Unit 3 stop moves to entry + 0.2R.",False,baseline,,
2026-05-25_Trade_2,2026-05-25,Gold_Report_25-May-2026.docx,Trade 2 — Pivot (TRANSITION regime),Trade 2,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-05-25_Trade_3C,2026-05-25,Gold_Report_25-May-2026.docx,Trade 3C — Momentum-Breakout,Trade 3C,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-05-26_Trade_1,2026-05-26,Gold_Report_26May2026.docx,Trade 1 - Daily Directional (LONG),Trade 1,LONG,MARKET,Market at the 26 May session open (00:00 UK anchor; anchor overridden for this run),02:00,4562.69,4481.34,4644.04,4725.4,,81.35,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units. Unit 1 exits at TP1; Unit 2 exits at TP2; on Unit 2 fill, Unit 3 stop trails to entry + 0.2R.",False,baseline,,
2026-05-26_Trade_2,2026-05-26,Gold_Report_26May2026.docx,"Trade 2 - Pivot, regime-aware (TRANSITION -> breakout side, LONG)",Trade 2,LONG,STOP,"Buy-stop at USD 4,561.86 - 10% of the way from the daily pivot (USD 4,556.70) toward daily R1 (USD 4,608.29), on the upside",02:00,4561.86,4520.21,4608.29,4631.09,4653.9,41.64,BE_0.2R_ON_TP2,TRACE,"Three equal units; standard tranche rule - Unit 1 at TP1, Unit 2 at TP2, on Unit 2 fill Unit 3 stop to entry + 0.2R (USD 4,570.19).",False,baseline,,
2026-05-26_Trade_3C,2026-05-26,Gold_Report_26May2026.docx,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-05-27_Trade_1,2026-05-27,Gold_Daily_Report_27May2026.docx,Trade 1 — Daily Directional (direction-of-the-day expression),Trade 1,SHORT,MARKET,"Market at the 00:00 UK session reset, 27 May 2026 — entry ≈ 4,489.65 USD/oz.",02:00,4489.65,4597.0,4382.3,4274.95,,107.35,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units; Unit 1 exits at TP1, Unit 2 at TP2; on Unit 2 fill, Unit 3 stop moves to entry +0.2R.",False,baseline,,
2026-05-27_Trade_2,2026-05-27,Gold_Daily_Report_27May2026.docx,"Trade 2 — Pivot, trend-following short across the daily pivot.",Trade 2,SHORT,LIMIT,"Sell entry at P − 0.10 × (P − S1) on the downside = 4,551.77 USD/oz (10% of the way from the daily pivot toward daily S1). A retracement-to-pivot short.",02:00,4551.77,4591.27,4524.57,4501.93,4479.29,39.5,BE_0.2R_ON_TP2,TRACE,"Three equal units; Unit 1 at TP1, Unit 2 at TP2; on Unit 2 fill, Unit 3 stop trails to entry +0.2R.",False,baseline,,
2026-05-27_Trade_3A,2026-05-27,Gold_Daily_Report_27May2026.docx,Trade 3 → variant 3A — Momentum-Pullback short (regime fork to 3A on a TREND_DOWN label).,Trade 3A,SHORT,LIMIT,"57.5% retracement of the swing (midpoint of the 50% and 61.8% levels) = 4,529.96 USD/oz — sell limit.",02:00,4529.96,4598.2,4534.62,4453.12,4321.0,68.24,BE_0.2R_ON_TP2,TRACE,Three equal units; structural runner override supersedes the universal trail on a confirmed 100%-extension break.,False,baseline,,
2026-05-28_Trade_1,2026-05-28,Gold_Daily_Report_28May2026.docx,"Daily directional short, entered at session anchor",Trade 1,SHORT,MARKET,"USD 4,440 / oz (market at anchor) — accept fills up to 4,460 only",02:00,4440.0,4510.0,4370.0,4300.0,4230.0,70.0,BE_0.2R_ON_TP2,TRACE,"TP3 (+3R, runner): USD 4,230 / oz = 21,000 ticks (1/3 size; runner). After TP2 fills, runner stop trails to entry minus (0.2R = 14 USD) = USD 4,454 — locks in +0.2R minimum.",False,baseline,,
2026-05-28_Trade_2,2026-05-28,Gold_Daily_Report_28May2026.docx,Regime-aware pivot trade. Active regime: TRANSITIONAL → breakout-side bias. Broken side = SHORT.,Trade 2,SHORT,LIMIT,"Limit SHORT at USD 4,492 / oz (top of weekly R1 zone and broken-shelf bottom)",02:00,4492.0,4545.0,4439.0,4386.0,,53.0,NONE,TRACE,"TP1 (+1R): USD 4,439 / oz = 5,300 ticks (1/2 size). Near consensus reference. TP2 (+2R): USD 4,386 / oz = 10,600 ticks (1/2 size). Inside the 4,398–4,403 weekly/daily S1 confluence.",False,baseline,,
2026-05-28_Trade_3C,2026-05-28,Gold_Daily_Report_28May2026.docx,Trade 3C — regime-driven transition breakout. Regime TRANSITIONAL with bearish lean → broken-side direction = SHORT.,Trade 3C,SHORT,CONDITIONAL,"Stop-market entry at USD 4,422 / oz on the close trigger; or limit at 4,425 if the level is being tested cleanly at session reset.",16:30,4422.0,4480.0,4364.0,4306.0,4248.0,58.0,BE_0.2R_ON_TP2,TRACE,"TP3 (+3R, runner): USD 4,248 / oz = 17,400 ticks (1/3 size; runner). After TP2 fill, runner stop trails to entry minus 0.2R = USD 4,434 — locks in +0.2R minimum.",False,baseline,,
2026-05-29_Trade_1,2026-05-29,Gold_Daily_Report_29May2026.docx,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,MARKET,"Market at 07:00 UK (anchor override). Reference 4,404.2",09:00,4404.2,4541.8,4266.7,4129.1,,137.5,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; Unit 1 at TP1, Unit 2 at TP2; on Unit 2 fill Unit 3 SL → entry +0.2R",False,baseline,,
2026-05-29_Trade_2,2026-05-29,Gold_Daily_Report_29May2026.docx,"Trade 2 - Pivot, regime-aware (TREND_DOWN breakout, SHORT)",Trade 2,SHORT,STOP,"Sell stop/limit at 4,406.8 — P − 10% of (P−S1)",09:00,4406.8,4448.4,4358.9,4336.2,4313.6,41.6,BE_0.2R_ON_TP2,TRACE,3 equal units; standard tranche rule; runner toward S2,False,baseline,,
2026-05-29_Trade_3A,2026-05-29,Gold_Daily_Report_29May2026.docx,"Trade 3A - Momentum-Pullback (TREND_DOWN, SHORT)",Trade 3A,SHORT,LIMIT,"4,506.5 — 57.5% retracement (midpoint of 50% and 61.8%)",09:00,4506.5,4635.4,4459.6,4366.8,4123.8,128.8,BE_0.2R_ON_TP2,TRACE,"On fill, Unit 3 SL → entry +0.2R",False,baseline,,
2026-06-01_Trade_1,2026-06-01,Gold_Report_01Jun2026.docx,Trade 1 — Directional (tactical long),Trade 1,LONG,MARKET,market / on-shelf,02:00,4539.0,4486.0,4593.0,4647.0,,53.0,NONE,,,False,baseline,,
2026-06-01_Trade_2,2026-06-01,Gold_Report_01Jun2026.docx,Trade 2 — Regime-aware pivot,Trade 2,LONG,LIMIT,limit (between P & S1),02:00,4505.0,4460.0,4565.0,4593.0,,45.0,NONE,,,False,baseline,,
2026-06-01_Trade_3B,2026-06-01,Gold_Report_01Jun2026.docx,Trade 3 — Regime-driven complex (fork 3B: range/breakout),Trade 3B,LONG,STOP,stop (above R1/29-May high),02:00,4596.0,4533.0,4648.0,4668.0,,63.0,NONE,,,False,baseline,,
2026-06-02_Trade_1,2026-06-02,Gold_Report_02-Jun-2026.docx,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,STOP,"Sell stop at 4,488 (1 USD/oz tick = 0.01) on a confirmed break of Monday's 4,489.86 low; or sell-limit into 4,535 on a rally",02:00,4488.0,4548.0,4428.0,4368.0,,60.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1 exits TP1, U2 exits TP2; on U2 fill move U3 stop to entry −0.2R (entry +12 ticks)",False,baseline,,
2026-06-02_Trade_2,2026-06-02,Gold_Report_02-Jun-2026.docx,"Trade 2 - Pivot, regime-aware (SHORT-from-resistance)",Trade 2,SHORT,LIMIT,"Sell-limit at 4,534 (daily R1) — marked indicative (single-source daily pivots)",02:00,4534.0,4570.0,4498.0,4462.0,4428.0,36.0,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1→TP1, U2→TP2; on U2 fill U3 stop to entry −0.2R",False,baseline,,
2026-06-02_Trade_3B,2026-06-02,Gold_Report_02-Jun-2026.docx,Trade 3 - Regime-driven complex → fork 3B (Mean-Reversion),Trade 3B,SHORT,CONDITIONAL,"Sell into the 4,535–4,560 supply band (range-top fade); confirm with rejection wick",02:00,4550.0,4600.0,4480.0,4400.0,4308.0,50.0,BE_0.2R_ON_TP2,TRACE,"3 equal units; U1→mid, U2→range low; on U2 fill U3 stop to entry −0.2R",False,baseline,,
2026-06-03_Trade_1,2026-06-03,Gold_Report_03Jun2026.docx,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,MARKET,Market at the 3 June session open (anchor override applied),02:00,4500.92,4559.1,4442.74,4384.57,,58.18,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,3 equal units; U1 exits TP1; U2 exits TP2; on U2 fill U3 stop → entry +0.2R,False,baseline,,
2026-06-03_Trade_2,2026-06-03,Gold_Report_03Jun2026.docx,Trade 2 - Pivot (TRANSITION),Trade 2,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-06-03_Trade_3C,2026-06-03,Gold_Report_03Jun2026.docx,Trade 3C - Momentum-Breakout,Trade 3C,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-06-04_Trade_1,2026-06-04,Gold_Report_04-Jun-2026.docx,Trade 1 — Daily Directional (SHORT),Trade 1,SHORT,MARKET,Market at 07:00 UK (overridden anchor),09:00,4440.07,4532.11,4348.03,4255.99,,92.0,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units; U1→TP1; U2→TP2; on U2 fill, U3 SL to entry +0.2R",False,baseline,,
2026-06-04_Trade_2,2026-06-04,Gold_Report_04-Jun-2026.docx,"Trade 2 — Pivot (TREND_DOWN breakout, SHORT)",Trade 2,SHORT,STOP,"Sell stop at 4,466.77 (P − 10% of P→S1)",02:00,4466.77,4501.14,4405.6,4388.37,4371.14,34.4,NONE,TRACE,3 equal units; U1→TP1; U2→TP2; runner toward S2,False,baseline,,
2026-06-04_Trade_3A,2026-06-04,Gold_Report_04-Jun-2026.docx,"Trade 3A — Momentum-Pullback (TREND_DOWN, SHORT)",Trade 3A,SHORT,LIMIT,"4,463.69 — 57.5% retracement of the swing",02:00,4463.69,4619.39,4507.87,4366.41,4137.51,155.7,BE_0.2R_ON_TP2,TRACE,"TP2 (Unit 2) 4,366.41 — 0% / swing low; on fill U3 SL → entry +0.2R",False,baseline,,
2026-06-05_Trade_1,2026-06-05,Gold_Report_05Jun2026.docx,Trade 1 - Daily Directional,Trade 1,n/a,,,,,,,,,,NONE,,,True,baseline,,
2026-06-05_Trade_2,2026-06-05,Gold_Report_05Jun2026.docx,"Trade 2 - Pivot, regime-aware (RANGE - mean-reversion fade)",Trade 2,LONG,LIMIT,"Buy limit at weekly S1 = 4,405.35 USD/oz. Order rests below market (price 4,497.29).",02:00,4405.35,4321.31,4489.39,4573.43,4500.33,84.04,BE_0.2R_ON_TP2,TRACE,"3 equal units; Unit 1 - TP1; Unit 2 - TP2; on Unit 2 fill, Unit 3 SL - entry +0.2R.",False,baseline,,
